Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,52.7599983215332,52.790000915527344,52.16999816894531,52.189998626708984,40.62143325805664,6644600
2018-01-03,52.29999923706055,52.54999923706055,51.91999816894531,52.33000183105469,40.73039627075195,6955500
2018-01-04,52.79999923706055,53.529998779296875,52.5099983215332,53.130001068115234,41.353065490722656,8678800
2018-01-05,53.20000076293945,53.2400016784668,52.7400016784668,53.11000061035156,41.33750534057617,6476000
2018-01-08,52.93000030517578,53.16999816894531,52.689998626708984,52.88999938964844,41.166263580322266,6681400
2018-01-09,53.060001373291016,53.52000045776367,53.02000045776367,53.29999923706055,41.48538589477539,6622700
2018-01-10,53.939998626708984,54.47999954223633,53.61000061035156,53.93000030517578,41.97574234008789,11028800
2018-01-11,54.13999938964844,54.34000015258789,53.81999969482422,54.20000076293945,42.185882568359375,8310000
2018-01-12,54.56999969482422,55.13999938964844,54.52000045776367,55.119998931884766,42.901954650878906,8998000
2018-01-16,55.650001525878906,55.97999954223633,54.20000076293945,54.599998474121094,42.49721908569336,11168500
2018-01-17,54.779998779296875,55.40999984741211,53.86000061035156,55.349998474121094,43.08097839355469,11905200
2018-01-18,55.900001525878906,55.9900016784668,55.09000015258789,55.84000015258789,43.46236038208008,13953900
2018-01-19,55.689998626708984,57.5,55.689998626708984,57.459999084472656,44.72328186035156,15124200
2018-01-22,56.470001220703125,57.47999954223633,56.130001068115234,57.36000061035156,44.64543151855469,16858300
2018-01-23,57.13999938964844,57.310001373291016,56.650001525878906,56.90999984741211,44.29518508911133,9372200
2018-01-24,57.209999084472656,57.72999954223633,56.900001525878906,57.2400016784668,44.55202865600586,8403600
2018-01-25,57.36000061035156,57.369998931884766,56.61000061035156,56.810001373291016,44.217350006103516,9463800
2018-01-26,57.09000015258789,57.619998931884766,56.75,57.599998474121094,44.83223342895508,8382200
2018-01-29,57.4900016784668,58.04999923706055,57.40999984741211,57.45000076293945,44.715492248535156,7493500
2018-01-30,56.66999816894531,57.290000915527344,56.54999923706055,56.599998474121094,44.246437072753906,7321200
2018-01-31,56.709999084472656,57.08000183105469,56.33000183105469,56.54999923706055,44.20735549926758,7193100
