Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,63.90999984741211,64.5,63.66999816894531,64.02999877929688,47.99216842651367,1997300
2018-01-03,64.30000305175781,64.68000030517578,63.95000076293945,64.13999938964844,48.07461929321289,1832600
2018-01-04,64.11000061035156,64.1500015258789,62.72999954223633,62.7599983215332,47.040283203125,1993500
2018-01-05,62.84000015258789,62.97999954223633,62.209999084472656,62.369998931884766,46.74795913696289,2003300
2018-01-08,62.400001525878906,62.84000015258789,62.33000183105469,62.59000015258789,46.9128532409668,1623200
2018-01-09,62.5,62.619998931884766,61.29999923706055,61.369998931884766,45.998435974121094,2032800
2018-01-10,61.08000183105469,61.20000076293945,60.70000076293945,60.709999084472656,45.50374221801758,3072900
2018-01-11,61.040000915527344,61.43000030517578,60.13999938964844,60.16999816894531,45.09899139404297,2414300
2018-01-12,60.310001373291016,60.310001373291016,58.97999954223633,59.15999984741211,44.34197998046875,2686600
2018-01-16,59.29999923706055,60.720001220703125,59.20000076293945,59.2599983215332,44.41691970825195,3144800
2018-01-17,59.58000183105469,60.189998626708984,59.0099983215332,60.11000061035156,45.05402374267578,4696000
2018-01-18,59.900001525878906,59.900001525878906,58.959999084472656,59.290000915527344,44.439422607421875,3496400
2018-01-19,59.290000915527344,59.31999969482422,58.2400016784668,59.290000915527344,44.439422607421875,3011000
2018-01-22,59.2599983215332,59.709999084472656,59.0099983215332,59.33000183105469,44.469398498535156,2817900
2018-01-23,59.66999816894531,60.5099983215332,59.279998779296875,60.31999969482422,45.21142578125,2759300
2018-01-24,60.27000045776367,60.939998626708984,60.150001525878906,60.540000915527344,45.3763313293457,2368100
2018-01-25,60.529998779296875,60.90999984741211,60.40999984741211,60.84000015258789,45.60116958618164,2134400
2018-01-26,60.970001220703125,60.9900016784668,60.09000015258789,60.59000015258789,45.4138069152832,2206400
2018-01-29,60.150001525878906,60.22999954223633,58.9900016784668,59.52000045776367,44.61181640625,2085500
2018-01-30,59.439998626708984,59.88999938964844,58.529998779296875,58.529998779296875,43.86977005004883,2444700
2018-01-31,58.650001525878906,60.0099983215332,58.599998474121094,59.970001220703125,44.949092864990234,4265600
2018-02-01,60.0,60.290000915527344,57.939998626708984,58.040000915527344,43.50251007080078,2609300
2018-02-02,57.56999969482422,58.81999969482422,56.88999938964844,58.45000076293945,43.809818267822266,2827500
2018-02-05,58.369998931884766,58.86000061035156,56.40999984741211,56.529998779296875,42.3707160949707,3525100
2018-02-06,55.90999984741211,57.279998779296875,55.290000915527344,57.209999084472656,42.88040542602539,3943300
2018-02-07,57.11000061035156,58.099998474121094,56.43000030517578,56.54999923706055,42.385711669921875,3239700
2018-02-08,56.36000061035156,57.209999084472656,54.65999984741211,54.66999816894531,40.97660446166992,3956600
2018-02-09,54.630001068115234,56.0,53.65999984741211,55.47999954223633,41.58372116088867,4303900
2018-02-12,54.83000183105469,54.970001220703125,53.0,54.27000045776367,41.32482147216797,4115600
2018-02-13,54.36000061035156,55.31999969482422,53.630001068115234,55.08000183105469,41.94160842895508,3839200
2018-02-14,54.540000915527344,54.720001220703125,53.43000030517578,54.150001525878906,41.23344421386719,3249000
2018-02-15,54.369998931884766,55.58000183105469,54.20000076293945,55.16999816894531,42.0101432800293,2908500
2018-02-16,55.29999923706055,56.439998626708984,55.25,55.790000915527344,42.48225402832031,4051100
2018-02-20,55.5099983215332,56.099998474121094,54.790000915527344,54.79999923706055,41.728397369384766,2639200
2018-02-21,54.900001525878906,55.04999923706055,53.849998474121094,53.9900016784668,41.11161422729492,3418200
2018-02-22,53.81999969482422,55.060001373291016,53.11000061035156,53.7400016784668,40.9212532043457,3324100
2018-02-23,53.90999984741211,54.40999984741211,53.060001373291016,54.40999984741211,41.431419372558594,2661200
2018-02-26,54.61000061035156,54.66999816894531,53.41999816894531,54.400001525878906,41.42381286621094,2582200
2018-02-27,54.349998474121094,54.709999084472656,52.220001220703125,52.220001220703125,39.763816833496094,3189600
2018-02-28,54.900001525878906,54.900001525878906,51.849998474121094,52.5,39.97702407836914,3342600
2018-03-01,52.04999923706055,53.439998626708984,51.630001068115234,52.650001525878906,40.09124755859375,2684600
2018-03-02,52.47999954223633,53.0099983215332,52.099998474121094,52.93000030517578,40.30445861816406,2385600
2018-03-05,52.650001525878906,54.209999084472656,52.650001525878906,54.06999969482422,41.17253112792969,3113700
2018-03-06,53.630001068115234,53.91999816894531,52.279998779296875,52.86000061035156,40.25116729736328,3070500
